Frame	X1	Y1	Flag1	X2	Y2	Flag2	X3	Y3	Flag3	X4	Y4	Flag4	X5	Y5	Flag5	X6	Y6	Flag6	X7	Y7	Flag7
Tracks 1 to 7
183	 	 	 	 	 	 	892.50000	693.00000	 	868.50000	153.00000	 	178.12170	894.12410	 	54.46167	225.69788	 	 	 	 
184	 	 	 	 	 	 	892.50000	694.50000	 	868.50000	156.00000	 	181.06220	893.86631	 	53.97188	224.71625	 	 	 	 
185	 	 	 	 	 	 	892.50000	693.00000	 	868.50000	156.00000	 	181.05280	894.72867	 	53.13313	225.03349	 	 	 	 
186	 	 	 	 	 	 	892.50000	696.00000	 	870.00000	157.50000	 	180.87107	893.52720	 	53.57120	224.86564	 	 	 	 
187	 	 	 	 	 	 	892.50000	697.50000	 	870.00000	159.00000	 	180.13364	891.95549	 	53.57532	224.40313	 	 	 	 
188	 	 	 	 	 	 	894.00000	697.50000	 	868.50000	157.50000	 	178.75681	891.25986	 	54.65812	223.81148	 	 	 	 
189	 	 	 	 	 	 	897.00000	699.00000	 	871.50000	157.50000	 	179.66061	889.49578	 	54.20610	223.32294	 	 	 	 
190	 	 	 	 	 	 	895.50000	700.50000	 	876.65489	158.92513	 	178.43931	887.97147	 	54.11355	223.65305	 	 	 	 
191	 	 	 	 	 	 	895.50000	702.00000	 	873.00000	157.50000	 	179.42194	887.83345	 	55.08557	224.03450	 	 	 	 
192	 	 	 	 	 	 	895.50000	703.50000	 	874.50000	159.00000	 	180.74989	887.30807	 	54.59148	223.90109	 	 	 	 
193	 	 	 	 	 	 	894.00000	703.50000	 	874.50000	157.50000	 	179.45074	885.85608	 	55.22374	224.59514	 	 	 	 
194	 	 	 	 	 	 	895.50000	700.50000	 	871.50000	157.50000	 	179.41899	884.98929	 	55.24640	224.09353	 	622.80701	544.95850	 
195	 	 	 	 	 	 	895.50000	702.00000	 	873.00000	159.00000	 	181.50000	886.50000	 	55.18070	223.35283	 	623.56438	544.99411	 
